		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
15/09/16	8:00 a	6.2	6.3	5.2	73	1.7	0.9	SW	3.22	3.1	S	6.2	5.9	5.9	8.3	467.8	0.00	0.0	275	23.65	304	2.0	0.47	2.3	0.505	0.000	20.3	30	2.2	18.3	6.25	 .0457	0.13	1384	1	100.0	60
15/09/16	9:00 a	7.5	7.5	6.2	69	2.2	0.9	SW	3.22	3.1	SW	7.5	7.2	7.2	9.3	467.6	0.00	0.0	294	25.29	360	2.4	0.57	3.1	0.451	0.000	20.8	30	2.6	18.8	6.25	 .0456	0.13	1367	1	99.9	60
15/09/16	10:00 a	7.4	8.7	7.4	72	2.7	1.3	NW	4.83	6.3	WNW	6.9	7.1	6.6	8.7	467.2	0.00	0.0	333	28.64	503	3.0	0.71	4.5	0.456	0.000	21.3	31	3.5	19.4	6.34	 .0455	0.00	1382	1	100.0	60
15/09/16	11:00 a	5.8	7.4	5.6	85	3.5	1.8	NW	6.44	4.9	NW	4.6	5.7	4.4	4.9	467.0	0.40	0.0	191	16.43	234	1.6	0.38	2.0	0.521	0.000	21.2	31	3.4	19.2	6.35	 .0455	0.25	1404	1	100.0	60
15/09/16	12:00 p	6.3	6.4	5.9	81	3.3	1.8	NW	6.44	4.9	NW	5.1	6.2	4.9	5.3	466.5	0.20	0.0	179	15.40	236	1.5	0.35	2.0	0.502	0.000	21.0	33	4.1	19.2	6.65	 .0454	0.08	1396	1	100.0	60
15/09/16	1:00 p	6.9	6.9	6.2	80	3.7	0.9	NE	3.22	2.7	NE	6.9	6.8	6.8	6.8	465.9	0.00	0.0	154	13.25	255	1.1	0.26	1.6	0.477	0.000	20.8	33	4.0	19.0	6.66	 .0454	0.08	1396	1	100.0	60
15/09/16	2:00 p	7.2	7.2	6.8	76	3.3	3.1	NW	11.27	7.2	NW	5.1	7.0	4.9	7.7	465.6	0.00	0.0	419	36.04	689	2.0	0.47	2.9	0.463	0.000	21.4	33	4.4	19.7	6.64	 .0452	0.20	1294	1	94.6	60
15/09/16	3:00 p	7.2	7.7	7.2	75	3.0	4.9	NW	17.70	8.5	WNW	3.8	6.9	3.6	5.0	465.6	0.00	0.0	259	22.28	504	0.8	0.19	1.7	0.465	0.000	21.8	33	4.8	20.2	6.63	 .0452	0.15	1251	1	91.4	60
15/09/16	4:00 p	5.8	7.2	5.8	81	2.8	3.6	WNW	12.87	7.2	WNW	3.1	5.7	2.9	1.4	466.1	0.00	0.0	22	1.89	100	0.0	0.00	0.0	0.521	0.000	21.6	33	4.6	19.8	6.63	 .0453	0.05	1325	1	96.9	60
15/09/16	5:00 p	5.9	6.1	5.7	81	2.9	2.2	S	8.05	4.9	SSW	4.2	5.8	4.1	1.9	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.516	0.000	21.2	33	4.2	19.3	6.65	 .0454	0.03	1313	1	96.0	60
15/09/16	6:00 p	5.1	5.9	5.1	84	2.6	1.3	ESE	4.83	4.5	ESE	4.2	4.9	4.1	1.4	466.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.553	0.000	21.0	32	3.7	19.1	6.55	 .0455	0.03	1392	1	100.0	60
15/09/16	7:00 p	4.6	5.1	4.6	86	2.5	0.0	S	0.00	1.3	S	4.6	4.5	4.5	1.8	467.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.572	0.000	20.9	32	3.6	19.0	6.55	 .0455	0.00	1337	1	97.7	60
15/09/16	8:00 p	4.4	4.8	4.4	89	2.7	0.9	E	3.22	3.1	NNE	4.3	4.3	4.2	1.6	467.3	0.20	0.0	0	0.00	0	0.0	0.00	0.0	0.581	0.000	20.3	32	3.1	18.4	6.55	 .0456	0.00	1383	1	100.0	60
15/09/16	9:00 p	3.8	4.4	3.7	92	2.7	0.4	NNE	1.61	4.0	N	3.8	3.8	3.8	1.1	467.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.604	0.000	19.9	32	2.7	18.1	6.55	 .0457	0.00	1394	1	100.0	60
15/09/16	10:00 p	4.1	4.1	3.8	92	2.9	0.0	NE	0.00	1.8	NE	4.1	4.1	4.1	1.4	466.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.593	0.000	19.7	31	2.1	17.7	6.40	 .0457	0.00	1397	1	100.0	60
15/09/16	11:00 p	3.8	4.1	3.7	92	2.6	0.4	NE	1.61	2.2	N	3.8	3.7	3.7	1.1	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.606	0.000	19.5	31	1.9	17.6	6.41	 .0457	0.00	1401	1	100.0	60
16/09/16	12:00 a	2.7	3.8	2.7	92	1.6	0.9	ENE	3.22	2.7	NNW	2.4	2.7	2.4	-0.3	465.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.650	0.000	19.4	31	1.8	17.4	6.41	 .0457	0.00	1400	1	100.0	60
16/09/16	1:00 a	0.9	2.7	0.9	94	0.1	0.9	E	3.22	2.2	ESE	0.4	0.9	0.4	-2.3	465.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.725	0.000	19.1	31	1.6	17.2	6.42	 .0457	0.00	1396	1	100.0	60
16/09/16	2:00 a	-0.1	0.9	-0.1	95	-0.8	0.9	ENE	3.22	2.2	ENE	-0.7	-0.2	-0.8	-3.5	465.7	0.20	0.0	0	0.00	0	0.0	0.00	0.0	0.769	0.000	18.9	31	1.4	17.0	6.43	 .0457	0.00	1378	1	100.0	60
16/09/16	3:00 a	-0.7	-0.1	-0.8	96	-1.2	0.9	E	3.22	2.2	E	-1.3	-0.7	-1.3	-4.1	466.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.792	0.000	18.7	30	0.8	16.7	6.25	 .0458	0.00	1370	1	100.0	60
16/09/16	4:00 a	-0.4	-0.4	-0.8	96	-1.0	0.9	E	3.22	2.2	E	-1.1	-0.5	-1.1	-3.8	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.782	0.000	18.6	30	0.7	16.6	6.25	 .0459	0.00	1369	1	100.0	60
16/09/16	5:00 a	-0.7	-0.3	-0.9	96	-1.2	0.9	ESE	3.22	2.2	E	-1.3	-0.7	-1.3	-3.5	466.9	0.00	0.0	44	3.78	95	0.0	0.00	0.0	0.792	0.000	18.6	30	0.7	16.6	6.25	 .0459	0.03	1381	1	100.0	60
16/09/16	6:00 a	0.8	0.8	-0.9	97	0.4	0.4	E	1.61	2.2	E	0.8	0.8	0.8	-0.3	467.4	0.00	0.0	122	10.49	244	0.5	0.12	0.8	0.729	0.000	19.0	33	2.3	17.2	6.73	 .0459	0.05	1324	1	96.8	60
16/09/16	7:00 a	2.8	2.8	0.8	97	2.4	0.0	E	0.00	1.3	E	2.8	2.8	2.8	3.6	467.6	0.00	0.0	189	16.26	225	1.1	0.26	1.5	0.646	0.000	19.5	33	2.8	17.7	6.71	 .0458	0.08	1362	1	99.6	60
16/09/16	8:00 a	4.9	4.9	2.8	88	3.1	0.4	NW	1.61	3.6	NW	4.9	4.9	4.9	6.7	467.7	0.00	0.0	218	18.75	330	1.7	0.40	2.7	0.558	0.000	19.8	33	3.0	17.9	6.70	 .0458	0.08	1355	1	99.0	60
16/09/16	9:00 a	5.9	6.2	4.9	79	2.5	2.2	NW	8.05	7.6	NW	4.2	5.7	4.0	5.3	467.5	0.00	0.0	222	19.09	524	2.0	0.47	4.6	0.519	0.000	19.9	32	2.7	18.1	6.55	 .0457	0.10	1394	1	100.0	60
16/09/16	10:00 a	8.4	8.4	5.9	61	1.3	4.9	WNW	17.70	9.8	WNW	5.3	8.0	4.8	6.8	466.9	0.00	0.0	356	30.62	1192	4.3	1.01	10.1	0.412	0.000	20.2	32	2.9	18.3	6.55	 .0456	0.23	1365	1	99.8	60
16/09/16	11:00 a	10.1	10.1	8.4	48	-0.5	4.0	WNW	14.48	8.5	WNW	7.8	9.3	7.1	10.2	466.3	0.00	0.0	509	43.78	1165	6.3	1.49	10.1	0.345	0.000	20.3	32	3.1	18.4	6.55	 .0455	0.33	1327	1	97.0	60
16/09/16	12:00 p	10.4	10.7	10.1	44	-1.3	4.5	WNW	16.09	10.3	WNW	7.9	9.6	7.1	10.6	465.9	0.00	0.0	601	51.69	1143	5.9	1.39	9.3	0.329	0.000	20.6	31	2.9	18.7	6.37	 .0455	0.41	1224	1	89.5	60
16/09/16	1:00 p	11.0	11.6	10.4	44	-0.8	3.6	W	12.87	8.9	WNW	9.3	10.1	8.3	12.3	465.5	0.00	0.0	657	56.51	981	4.6	1.08	6.9	0.306	0.000	20.9	32	3.6	19.0	6.55	 .0453	0.38	1183	1	86.5	60
16/09/16	2:00 p	10.9	11.3	10.7	43	-1.2	4.5	W	16.09	10.3	WNW	8.4	9.9	7.5	9.7	465.4	0.00	0.0	384	33.03	786	2.1	0.50	4.3	0.310	0.000	21.0	32	3.7	19.1	6.55	 .0453	0.28	1214	1	88.7	60
16/09/16	3:00 p	10.7	10.9	10.5	42	-1.7	4.5	WNW	16.09	8.5	WNW	8.2	9.7	7.2	9.0	465.5	0.00	0.0	306	26.32	471	0.8	0.19	1.7	0.319	0.000	20.9	32	3.6	19.0	6.55	 .0453	0.23	1234	1	90.2	60
16/09/16	4:00 p	9.1	10.7	9.1	51	-0.6	3.6	W	12.87	6.7	WNW	6.9	8.4	6.3	5.6	465.7	0.00	0.0	71	6.11	220	0.0	0.00	0.0	0.387	0.000	20.7	31	3.0	18.8	6.36	 .0454	0.10	1217	1	89.0	60
16/09/16	5:00 p	7.1	9.1	7.1	63	0.5	2.7	W	9.66	5.4	W	5.3	6.7	4.9	2.7	466.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.468	0.000	20.3	31	2.6	18.4	6.38	 .0455	0.05	949	1	69.4	60
16/09/16	6:00 p	4.2	7.1	4.2	71	-0.6	1.3	E	4.83	3.6	W	3.2	3.8	2.9	0.2	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.590	0.000	20.2	31	2.5	18.2	6.38	 .0456	0.03	1121	1	81.9	60
16/09/16	7:00 p	2.1	4.2	2.1	75	-1.9	0.9	E	3.22	4.0	E	1.7	1.8	1.4	-1.4	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.678	0.000	19.8	30	1.7	17.8	6.25	 .0457	0.03	733	1	53.6	60
16/09/16	8:00 p	-0.3	2.0	-0.4	85	-2.5	1.8	E	6.44	3.1	E	-2.6	-0.4	-2.7	-5.4	466.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.778	0.000	19.5	29	1.0	17.4	6.11	 .0458	0.00	551	1	40.3	60
16/09/16	9:00 p	-1.6	-0.3	-1.6	86	-3.6	0.9	E	3.22	3.6	E	-2.3	-1.7	-2.4	-5.3	467.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.829	0.000	19.0	28	0.1	16.8	5.95	 .0459	0.00	852	1	62.3	60
16/09/16	10:00 p	-2.2	-1.6	-2.3	88	-3.9	0.9	E	3.22	2.2	E	-3.0	-2.3	-3.1	-6.0	466.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.856	0.000	18.7	28	-0.2	16.5	5.95	 .0459	0.00	658	1	48.1	60
16/09/16	11:00 p	-3.5	-2.2	-3.5	88	-5.2	1.8	E	6.44	3.1	E	-6.2	-3.6	-6.3	-9.2	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.910	0.000	18.8	27	-0.6	16.4	5.85	 .0459	0.00	462	1	33.8	60
17/09/16	12:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	---	466.2	0.00	0.0	---	---	---	---	---	---	---	---	18.3	26	-1.6	15.8	5.65	 .0460	0.00	0	1	0.0	60
17/09/16	1:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	---	466.0	0.00	0.0	---	---	---	---	---	---	---	---	18.1	26	-1.8	15.6	5.65	 .0460	0.00	0	1	0.0	60
17/09/16	2:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	---	466.1	0.00	0.0	---	---	---	---	---	---	---	---	18.1	26	-1.8	15.6	5.65	 .0460	0.00	0	1	0.0	60
17/09/16	3:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	---	466.3	0.00	0.0	---	---	---	---	---	---	---	---	18.0	26	-1.8	15.6	5.65	 .0461	0.00	0	1	0.0	60
17/09/16	4:00 a	-1.8	-1.7	-1.9	96	-2.3	0.4	SSW	1.61	2.7	E	-1.8	-1.8	-1.8	-4.6	466.6	0.00	0.0	0	0.00	0	---	---	---	0.838	0.000	17.9	26	-1.9	15.4	5.65	 .0461	0.00	256	1	18.7	60
17/09/16	5:00 a	-2.3	-1.8	-2.4	96	-2.9	0.9	E	3.22	1.8	E	-3.1	-2.4	-3.2	-5.4	467.0	0.00	0.0	40	3.44	116	0.0	0.00	0.0	0.861	0.000	17.9	26	-1.9	15.4	5.65	 .0462	0.03	1012	1	74.0	60
17/09/16	6:00 a	-0.4	-0.4	-2.3	97	-0.8	0.9	ENE	3.22	2.2	ENE	-1.0	-0.4	-1.0	-2.9	467.5	0.00	0.0	180	15.48	388	0.7	0.16	1.7	0.780	0.000	18.3	29	-0.1	16.1	6.15	 .0461	0.05	1231	1	90.0	60
17/09/16	7:00 a	3.4	3.5	-0.3	88	1.6	0.9	NNW	3.22	4.0	NW	3.2	3.4	3.2	11.7	467.6	0.00	0.0	498	42.83	598	2.7	0.64	3.8	0.620	0.000	18.6	28	-0.3	16.3	5.95	 .0460	0.18	1330	1	97.2	60
17/09/16	8:00 a	6.0	6.0	3.5	71	1.1	2.2	NW	8.05	6.3	NW	4.3	5.7	4.0	11.2	467.7	0.00	0.0	656	56.42	921	4.6	1.08	6.7	0.514	0.000	19.0	29	0.5	16.9	6.13	 .0460	0.25	1380	1	100.0	60
17/09/16	9:00 a	7.5	7.5	6.1	63	0.9	3.6	NW	12.87	8.5	NW	5.1	7.1	4.7	8.2	467.2	0.00	0.0	481	41.37	1046	4.7	1.11	8.5	0.451	0.000	19.6	28	0.5	17.3	5.95	 .0458	0.28	1399	1	100.0	60
17/09/16	10:00 a	9.1	9.1	7.5	50	-0.8	3.6	NW	12.87	8.0	NW	6.9	8.4	6.3	8.7	466.9	0.00	0.0	383	32.94	1311	3.8	0.90	10.2	0.387	0.000	19.9	28	0.9	17.8	5.95	 .0457	0.23	1357	1	99.2	60
17/09/16	11:00 a	9.4	9.4	8.9	54	0.6	5.8	NW	20.92	12.5	WNW	5.9	8.9	5.4	7.7	466.6	0.00	0.0	445	38.27	1078	4.9	1.16	10.5	0.370	0.000	20.2	28	1.1	18.1	5.95	 .0456	0.33	1387	1	100.0	60
17/09/16	12:00 p	10.1	10.4	9.3	50	0.1	4.5	NW	16.09	9.4	WNW	7.4	9.4	6.8	9.7	466.0	0.00	0.0	482	41.46	1197	4.8	1.13	9.7	0.345	0.000	20.3	30	2.2	18.3	6.25	 .0455	0.33	1357	1	99.2	60
17/09/16	1:00 p	10.6	10.6	9.9	43	-1.5	4.9	NW	17.70	9.8	WNW	7.7	9.7	6.8	9.7	465.6	0.00	0.0	502	43.18	993	3.7	0.87	6.8	0.324	0.000	20.4	29	1.8	18.4	6.07	 .0455	0.36	1375	1	100.0	60
17/09/16	2:00 p	10.7	11.1	10.4	42	-1.7	4.0	WSW	14.48	9.8	NW	8.6	9.8	7.6	10.8	465.5	0.00	0.0	534	45.93	831	2.6	0.61	4.4	0.317	0.000	20.5	31	2.8	18.6	6.37	 .0454	0.33	1398	1	100.0	60
17/09/16	3:00 p	10.0	11.1	10.0	44	-1.7	4.0	W	14.48	8.9	WNW	7.7	9.3	7.0	8.7	465.4	0.00	0.0	295	25.37	555	0.8	0.19	1.9	0.347	0.000	20.5	30	2.3	18.5	6.25	 .0454	0.23	1374	1	100.0	60
17/09/16	4:00 p	8.8	10.1	8.8	49	-1.3	4.0	WNW	14.48	7.6	NW	6.3	8.2	5.7	5.1	465.5	0.00	0.0	79	6.79	216	0.0	0.00	0.0	0.396	0.000	20.3	30	2.2	18.3	6.25	 .0455	0.13	1398	1	100.0	60
17/09/16	5:00 p	7.0	8.8	7.0	60	-0.2	2.7	W	9.66	5.4	W	5.1	6.6	4.7	2.5	465.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.472	0.000	20.2	30	2.0	18.2	6.25	 .0455	0.05	1397	1	100.0	60
17/09/16	6:00 p	6.1	7.0	5.8	61	-0.9	0.9	W	3.22	4.9	W	6.1	5.7	5.7	2.9	466.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.509	0.000	19.8	29	1.3	17.7	6.10	 .0457	0.03	1404	1	100.0	60
17/09/16	7:00 p	1.6	6.1	1.6	73	-2.7	2.2	E	8.05	4.9	E	-0.8	1.4	-1.1	-3.9	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.697	0.000	19.6	29	1.0	17.4	6.11	 .0457	0.03	1379	1	100.0	60
17/09/16	8:00 p	-0.3	1.6	-0.4	79	-3.5	1.3	E	4.83	3.6	E	-1.9	-0.5	-2.1	-4.9	466.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.778	0.000	19.3	28	0.3	17.1	5.95	 .0458	0.03	1373	1	100.0	60
17/09/16	9:00 p	-1.0	-0.4	-1.0	82	-3.7	0.9	E	3.22	2.7	E	-1.7	-1.2	-1.8	-4.7	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.806	0.000	18.9	27	-0.5	16.6	5.85	 .0459	0.00	1396	1	100.0	60
17/09/16	10:00 p	-2.6	-1.0	-2.6	84	-4.9	0.9	E	3.22	2.7	E	-3.4	-2.7	-3.5	-6.4	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.870	0.000	18.6	27	-0.8	16.2	5.85	 .0460	0.00	1358	1	99.3	60
17/09/16	11:00 p	-3.1	-2.6	-3.1	86	-5.1	0.9	E	3.22	2.7	E	-3.9	-3.2	-4.1	-6.9	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.891	0.000	18.3	26	-1.6	15.8	5.65	 .0460	0.00	1399	1	100.0	60
18/09/16	12:00 a	-3.3	-2.8	-3.8	88	-5.0	1.3	E	4.83	3.6	E	-5.2	-3.3	-5.3	-8.2	466.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.900	0.000	18.1	26	-1.8	15.6	5.65	 .0460	0.00	1362	1	99.6	60
18/09/16	1:00 a	-3.8	-2.7	-3.8	88	-5.5	1.8	E	6.44	4.9	E	-6.6	-3.9	-6.7	-9.6	466.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.924	0.000	17.8	25	-2.5	15.2	5.47	 .0461	0.00	1396	1	100.0	60
18/09/16	2:00 a	-1.7	-1.7	-3.8	88	-3.4	1.3	E	4.83	4.0	ENE	-3.4	-1.8	-3.6	-6.4	466.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.836	0.000	17.7	25	-2.6	15.2	5.47	 .0461	0.00	1400	1	100.0	60
18/09/16	3:00 a	-1.4	-1.0	-1.7	88	-3.2	1.8	E	6.44	3.1	E	-3.8	-1.6	-3.9	-6.7	466.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.824	0.000	17.6	25	-2.7	15.1	5.48	 .0461	0.00	1396	1	100.0	60
18/09/16	4:00 a	0.2	0.2	-1.4	86	-1.8	1.3	E	4.83	2.7	E	-1.2	0.1	-1.3	-4.2	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.755	0.000	17.6	25	-2.7	15.1	5.48	 .0462	0.00	1352	1	98.8	60
18/09/16	5:00 a	1.6	1.6	0.2	86	-0.5	0.9	E	3.22	2.7	ESE	1.1	1.4	1.0	-2.7	466.8	0.00	0.0	31	2.67	56	0.0	0.00	0.0	0.699	0.000	17.6	25	-2.7	15.1	5.48	 .0462	0.03	1398	1	100.0	60
18/09/16	6:00 a	2.7	2.7	1.6	85	0.5	0.9	ENE	3.22	2.2	ENE	2.4	2.6	2.3	0.1	467.0	0.00	0.0	142	12.21	253	0.5	0.12	1.2	0.650	0.000	18.0	26	-1.8	15.6	5.65	 .0461	0.05	1378	1	100.0	60
18/09/16	7:00 a	5.8	5.8	2.7	73	1.3	0.9	E	3.22	3.1	NE	5.8	5.5	5.5	9.1	467.1	0.00	0.0	303	26.06	410	1.9	0.45	2.7	0.523	0.000	18.4	26	-1.4	16.0	5.65	 .0461	0.13	1398	1	100.0	60
18/09/16	8:00 a	7.3	7.5	5.8	64	1.0	1.8	N	6.44	6.7	NW	6.3	6.9	5.9	11.2	466.9	0.00	0.0	548	47.13	954	4.0	0.94	6.1	0.458	0.000	19.0	26	-1.0	16.5	5.65	 .0459	0.25	1403	1	100.0	60
18/09/16	9:00 a	8.4	8.4	7.3	59	0.8	1.3	NW	4.83	4.9	WNW	8.0	7.9	7.6	10.2	466.6	0.00	0.0	355	30.53	559	3.5	0.83	7.7	0.414	0.000	19.5	26	-0.5	17.1	5.65	 .0458	0.18	1365	1	99.8	60
18/09/16	10:00 a	9.3	9.4	8.3	58	1.4	1.8	NW	6.44	7.2	NW	8.6	8.8	8.1	10.2	466.3	0.00	0.0	342	29.42	548	3.6	0.85	8.5	0.377	0.000	19.9	27	0.4	17.7	5.85	 .0457	0.20	1402	1	100.0	60
18/09/16	11:00 a	10.9	11.2	9.3	50	0.9	2.2	N	8.05	6.3	NW	10.1	10.1	9.3	12.6	465.8	0.00	0.0	488	41.97	1229	6.2	1.46	10.4	0.310	0.000	20.5	27	0.8	18.3	5.85	 .0455	0.30	1349	1	98.6	60
18/09/16	12:00 p	10.8	11.2	10.4	50	0.8	2.7	NW	9.66	7.6	NW	9.7	10.1	8.9	10.2	465.3	0.00	0.0	252	21.67	483	2.6	0.61	7.1	0.313	0.000	20.4	26	0.3	18.2	5.65	 .0455	0.20	1199	1	87.6	60
18/09/16	1:00 p	11.0	11.3	10.8	51	1.2	3.1	WNW	11.27	8.9	WNW	9.7	10.2	8.9	8.7	464.8	0.00	0.0	144	12.39	246	1.4	0.33	4.9	0.306	0.000	20.4	27	0.8	18.2	5.85	 .0455	0.13	1298	1	94.9	60
18/09/16	2:00 p	10.4	11.1	10.3	55	1.7	3.6	W	12.87	6.7	WNW	8.5	9.8	7.9	6.6	465.0	0.00	0.0	57	4.90	74	0.1	0.02	0.5	0.331	0.000	20.3	27	0.7	18.1	5.85	 .0455	0.10	1348	1	98.5	60
18/09/16	3:00 p	9.6	10.4	8.6	59	2.0	3.1	ESE	11.27	8.0	SW	8.0	9.2	7.6	7.3	465.3	0.00	0.0	122	10.49	230	0.2	0.05	0.5	0.363	0.000	20.2	27	0.6	18.0	5.85	 .0455	0.10	1373	1	100.0	60
18/09/16	4:00 p	6.4	9.6	6.4	75	2.3	4.5	SW	16.09	9.4	SW	3.2	6.2	2.9	1.6	465.7	0.00	0.0	28	2.41	70	0.0	0.00	0.0	0.498	0.000	19.8	27	0.2	17.5	5.85	 .0457	0.08	1268	1	92.7	60
18/09/16	5:00 p	4.4	6.4	4.4	77	0.8	2.2	S	8.05	5.8	S	2.5	4.2	2.3	0.1	465.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.579	0.000	19.6	27	0.0	17.2	5.85	 .0457	0.03	1163	1	85.0	60
18/09/16	6:00 p	3.1	4.4	3.1	84	0.7	0.4	SE	1.61	2.7	ENE	3.1	3.0	3.0	0.3	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.634	0.000	19.4	27	-0.1	17.0	5.85	 .0458	0.00	1352	1	98.8	60
18/09/16	7:00 p	1.6	3.1	1.6	85	-0.7	0.4	E	1.61	2.7	E	1.6	1.4	1.4	-1.3	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.699	0.000	19.3	27	-0.2	16.9	5.85	 .0459	0.00	1242	1	90.8	60
18/09/16	8:00 p	0.9	1.5	0.7	88	-0.9	0.9	E	3.22	2.7	E	0.4	0.8	0.3	-2.4	467.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.727	0.000	19.0	27	-0.4	16.6	5.85	 .0460	0.00	1170	1	85.5	60
18/09/16	9:00 p	1.7	1.9	0.9	86	-0.4	0.9	E	3.22	3.1	E	1.3	1.6	1.2	-1.5	467.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.692	0.000	18.7	27	-0.7	16.3	5.85	 .0460	0.00	1191	1	87.1	60
18/09/16	10:00 p	2.7	2.7	1.7	84	0.3	0.9	E	3.22	2.2	E	2.4	2.6	2.3	-0.4	467.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.650	0.000	18.6	27	-0.8	16.3	5.85	 .0460	0.00	1142	1	83.5	60
18/09/16	11:00 p	3.4	3.5	2.7	82	0.7	0.4	E	1.61	2.2	NE	3.4	3.3	3.3	0.6	466.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.620	0.000	18.6	26	-1.3	16.1	5.65	 .0460	0.00	1148	1	83.9	60
19/09/16	12:00 a	3.3	3.6	3.1	85	1.0	0.9	ENE	3.22	2.2	NE	3.1	3.2	2.9	0.2	466.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.627	0.000	18.4	26	-1.4	16.0	5.65	 .0460	0.00	1154	1	84.4	60
19/09/16	1:00 a	3.4	3.5	3.3	84	1.0	0.4	N	1.61	2.7	N	3.4	3.3	3.3	0.6	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.620	0.000	18.4	27	-0.9	16.1	5.85	 .0460	0.00	1145	1	83.7	60
19/09/16	2:00 a	3.3	3.4	3.0	86	1.2	0.4	NNW	1.61	3.1	NW	3.3	3.2	3.2	0.5	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.627	0.000	18.3	27	-1.0	16.0	5.85	 .0460	0.00	1113	1	81.4	60
19/09/16	3:00 a	3.7	4.0	3.3	83	1.1	1.8	NW	6.44	3.6	WNW	2.1	3.6	2.0	-0.7	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.609	0.000	18.3	27	-1.0	16.0	5.85	 .0460	0.03	1243	1	90.9	60
19/09/16	4:00 a	3.5	3.9	3.5	84	1.0	0.9	NW	3.22	2.2	NW	3.3	3.4	3.2	0.4	466.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.618	0.000	18.3	27	-1.1	15.9	5.85	 .0460	0.00	1253	1	91.6	60
19/09/16	5:00 a	3.7	3.7	3.3	85	1.4	0.9	NNE	3.22	3.1	N	3.4	3.6	3.3	1.3	467.0	0.00	0.0	50	4.30	105	0.0	0.00	0.0	0.611	0.000	18.3	27	-1.1	15.9	5.85	 .0461	0.03	1244	1	90.9	60
19/09/16	6:00 a	4.2	4.2	3.7	83	1.6	1.3	NW	4.83	4.0	NW	3.3	4.1	3.2	2.4	467.1	0.00	0.0	147	12.64	223	0.6	0.14	1.1	0.588	0.000	18.7	30	0.8	16.7	6.25	 .0459	0.05	1388	1	100.0	60
19/09/16	7:00 a	6.4	6.4	4.2	68	0.9	1.3	NW	4.83	4.0	NW	5.7	6.1	5.4	8.8	467.2	0.00	0.0	295	25.37	758	2.1	0.50	4.4	0.498	0.000	19.1	29	0.6	17.0	6.12	 .0459	0.15	1378	1	100.0	60
